date,skq_ret,hynix_ret,nav_total_trillion,nav_implied_ret,divergence,nav_discount_pct,nav_discount_delta,sector_semiconductor,kospi_ret,usd_krw,foreign_net,institution_net,shorting_balance,shorting_balance_ratio,shorting_volume_ratio,shorting_balance_change,fut_listed,fut_basis,fut_basis_pct,fut_volume,foreign_own_pct,individual_net,nav_total_trillion_v1,nav_implied_ret_v1,divergence_v1,nav_discount_pct_v1,nav_discount_delta_v1,nav_implied_ret_raw,nav_per_share,skq_shares_v2,skq_ret_v1
20221114,-0.74,-2.78,21.2,-1.75,1.01,73.0,-0.3,-1.76,-0.34,1334.1,1582175150.0,-406407750.0,117753.0,0.08,1.72,-20888.0,1.0,200.0,0.494,1167.0,42.125,-1153588850.0,18.53,-2.01,1.27,71.1,-0.4,-1.75,149875.0,141467571.0,-0.74
20221115,-1.11,0.77,21.31,0.51,-1.62,73.4,0.4,2.43,0.23,1320.3,-1223319800.0,288085250.0,103877.0,0.07,1.59,-13876.0,1.0,0.0,0.0,1026.0,42.125,1043904850.0,18.63,0.56,-1.67,71.6,0.5,0.51,150645.0,141467571.0,-1.11
20221116,1.0,-0.11,21.29,-0.08,1.08,73.1,-0.3,0.18,-0.12,1322.4,1107061400.0,74796500.0,101143.0,0.07,9.2,-2734.0,1.0,100.0,0.247,230.0,42.125,-1105290100.0,18.62,-0.08,1.08,71.3,-0.3,-0.08,150519.0,141467571.0,1.0
20221117,-3.09,-4.15,20.74,-2.62,-0.47,73.3,0.1,-1.55,-1.39,1325.6,-2612617300.0,-171358900.0,100927.0,0.07,4.71,-216.0,1.0,100.0,0.255,226.0,42.125,2889045200.0,18.06,-2.99,-0.1,71.3,0.0,-2.62,146571.0,141467571.0,-3.09
20221118,-1.79,0.8,20.86,0.59,-2.38,73.9,0.6,0.12,0.06,1338.4,-701935800.0,-2026084050.0,100162.0,0.07,3.59,-765.0,1.0,300.0,0.779,285.0,42.09375,2685864750.0,18.16,0.57,-2.36,72.0,0.7,0.59,147431.0,141467571.0,-1.79
20221121,-3.25,-2.38,20.54,-1.54,-1.71,74.3,0.5,-1.49,-1.02,1340.0,-2999983350.0,-522026000.0,98632.0,0.07,4.55,-1530.0,1.0,50.0,0.134,426.0,42.09375,3677404900.0,17.85,-1.7,-1.55,72.4,0.4,-1.54,145160.0,141467571.0,-3.25
20221122,-1.61,-1.27,20.36,-0.83,-0.78,74.5,0.2,-1.49,-0.59,1352.3,-2620043000.0,-1835004950.0,115093.0,0.08,12.92,16461.0,1.0,-50.0,-0.136,258.0,42.0,4414668000.0,17.69,-0.9,-0.71,72.6,0.2,-0.83,143949.0,141467571.0,-1.61
20221123,2.18,0.0,20.37,0.01,2.17,74.0,-0.6,1.49,0.53,1355.7,2068671800.0,-173755550.0,120898.0,0.09,11.26,5805.0,1.0,0.0,0.0,628.0,41.96875,-2055294450.0,17.7,0.01,2.17,72.0,-0.6,0.01,143958.0,141467571.0,2.18
20221124,0.0,2.0,20.63,1.3,-1.3,74.3,0.3,0.7,0.96,1352.3,-891519500.0,-715269900.0,127402.0,0.09,11.57,6504.0,1.0,50.0,0.134,152.0,41.96875,1560917550.0,17.95,1.41,-1.41,72.4,0.4,1.3,145837.0,141467571.0,0.0
20221125,-0.93,-2.07,20.37,-1.26,0.33,74.2,-0.1,-1.64,-0.14,1333.2,82709150.0,-1133396950.0,128932.0,0.09,3.92,1530.0,1.0,100.0,0.27,793.0,41.96875,985950450.0,17.68,-1.46,0.53,72.3,-0.1,-1.26,143996.0,141467571.0,-0.93
20221128,-1.75,-2.35,20.07,-1.49,-0.26,74.3,0.1,-1.66,-1.21,1326.8,-522116200.0,-1166343550.0,128932.0,0.09,1.37,0.0,1.0,50.0,0.137,201.0,41.96875,1756837000.0,17.39,-1.66,-0.09,72.3,0.0,-1.49,141845.0,141467571.0,-1.75
20221129,0.55,0.72,20.16,0.46,0.09,74.3,-0.0,0.5,1.04,1339.0,67734050.0,-331658150.0,129102.0,0.09,6.14,170.0,1.0,150.0,0.409,81.0,41.9375,118566750.0,17.48,0.51,0.04,72.3,0.0,0.46,142503.0,141467571.0,0.55
20221130,2.18,1.55,20.35,0.97,1.21,74.0,-0.3,0.09,1.61,1331.5,3988079050.0,-1714663600.0,129408.0,0.09,2.67,306.0,1.0,300.0,0.801,361.0,41.9375,-2225979800.0,17.67,1.1,1.08,72.0,-0.3,0.97,143885.0,141467571.0,2.18
20221201,0.13,-0.35,20.32,-0.17,0.3,73.9,-0.1,1.26,0.3,1320.1,-648149600.0,571313250.0,129408.0,0.09,2.65,0.0,1.0,150.0,0.4,178.0,42.03125,-12271950.0,17.63,-0.24,0.37,71.9,-0.1,-0.17,143639.0,141467571.0,0.13
20221202,-1.6,-3.31,19.91,-2.04,0.44,73.8,-0.1,-1.24,-1.84,1300.8,1379124300.0,-1968718150.0,128643.0,0.09,1.59,-765.0,1.0,150.0,0.407,1739.0,42.0,480371400.0,17.22,-2.33,0.73,71.7,-0.2,-2.04,140708.0,141467571.0,-1.6
20221205,-1.63,-1.1,19.78,-0.65,-0.98,74.0,0.2,-0.42,-0.62,1300.4,-4238103000.0,-96607150.0,124003.0,0.09,1.02,-4640.0,1.0,100.0,0.275,949.0,42.03125,4276723900.0,17.09,-0.77,-0.86,71.9,0.2,-0.65,139790.0,141467571.0,-1.63
20221206,-1.79,0.0,19.77,-0.05,-1.74,74.5,0.5,-1.03,-1.08,1293.2,-2436832700.0,-1911342100.0,121708.0,0.09,3.11,-2295.0,1.0,0.0,0.0,835.0,41.9375,4390175600.0,17.09,-0.01,-1.78,72.4,0.5,-0.05,139717.0,141467571.0,-1.79
20221207,-1.26,-2.59,19.46,-1.53,0.27,74.4,-0.1,-0.97,-0.43,1309.0,-1703360050.0,-791316100.0,121602.0,0.09,4.49,-106.0,1.0,100.0,0.284,581.0,41.90625,2476608650.0,16.78,-1.81,0.55,72.3,-0.1,-1.53,137578.0,141467571.0,-1.26
20221208,1.14,-0.13,19.44,-0.09,1.23,74.1,-0.3,-0.36,-0.49,1319.5,-1976740450.0,1965448100.0,108917.0,0.08,6.56,-12685.0,1.0,50.0,0.14,1021.0,41.875,-6836150.0,16.76,-0.09,1.23,71.9,-0.4,-0.09,137449.0,141467571.0,1.14
20221209,0.84,3.43,19.85,2.07,-1.23,74.4,0.3,0.84,0.76,1320.4,-2102449300.0,1896958050.0,111386.0,0.08,5.0,2469.0,1.0,200.0,0.557,1960.0,41.84375,139340800.0,17.16,2.35,-1.51,72.4,0.5,2.07,140300.0,141467571.0,0.84
20221212,0.56,-0.49,19.8,-0.26,0.82,74.2,-0.2,-1.39,-0.67,1306.6,1232881050.0,-200215950.0,116711.0,0.08,2.29,5325.0,1.0,-100.0,-0.277,544.0,41.8125,-1041657600.0,17.1,-0.34,0.9,72.1,-0.3,-0.26,139936.0,141467571.0,0.56
20221213,-0.83,1.48,19.97,0.88,-1.71,74.6,0.4,-0.28,-0.03,1310.0,-1285875900.0,285751900.0,119315.0,0.08,1.6,2604.0,1.0,200.0,0.559,250.0,41.8125,998406150.0,17.27,1.03,-1.86,72.6,0.5,0.88,141168.0,141467571.0,-0.83
20221214,0.28,-0.61,19.9,-0.35,0.63,74.5,-0.2,0.82,1.13,1304.4,505728750.0,-196125850.0,120075.0,0.08,2.56,760.0,1.0,200.0,0.557,638.0,41.78125,-375426500.0,17.2,-0.42,0.7,72.4,-0.2,-0.35,140678.0,141467571.0,0.28
20221215,-1.67,-1.96,19.67,-1.16,-0.51,74.6,0.1,-0.75,-1.6,1296.0,560108250.0,-1180982400.0,122180.0,0.09,2.24,2105.0,1.0,250.0,0.708,387.0,41.8125,738967150.0,16.97,-1.36,-0.31,72.5,0.1,-1.16,139044.0,141467571.0,-1.67
20221216,-0.57,-2.24,19.42,-1.28,0.71,74.4,-0.2,-1.48,-0.04,1301.0,227694400.0,-1462783800.0,122940.0,0.09,2.25,760.0,1.0,0.0,0.0,200.0,41.8125,1204071450.0,16.7,-1.56,0.99,72.2,-0.3,-1.28,137262.0,141467571.0,-0.57
20221219,0.57,0.77,19.51,0.46,0.11,74.4,-0.0,-0.11,-0.33,1310.1,2384442700.0,99050.0,122940.0,0.09,9.89,0.0,1.0,150.0,0.425,131.0,41.8125,-2374046600.0,16.79,0.52,0.05,72.2,0.0,0.46,137898.0,141467571.0,0.57
20221220,-1.56,-0.89,19.39,-0.6,-0.96,74.6,0.2,-1.7,-0.8,1302.0,-1268504800.0,-494475600.0,123700.0,0.09,0.61,760.0,1.0,0.0,0.0,373.0,41.875,1739289050.0,16.69,-0.62,-0.94,72.5,0.3,-0.6,137069.0,141467571.0,-1.56
20221221,0.0,-0.38,19.35,-0.23,0.23,74.6,-0.1,-0.63,-0.19,1298.0,285940250.0,-29138200.0,124460.0,0.09,3.17,760.0,1.0,100.0,0.288,139.0,41.84375,-312048150.0,16.64,-0.26,0.26,72.4,-0.1,-0.23,136747.0,141467571.0,0.0
20221222,3.31,1.54,19.53,0.94,2.37,74.0,-0.6,0.4,1.19,1286.6,3381512450.0,1316650250.0,125973.0,0.09,5.55,1513.0,1.0,50.0,0.139,33.0,41.84375,-4433132450.0,16.82,1.06,2.25,71.8,-0.6,0.94,138036.0,141467571.0,3.31
20221223,-2.79,-1.77,19.31,-1.12,-1.67,74.4,0.4,-2.49,-1.83,1276.1,-1535262800.0,-140810550.0,126733.0,0.09,6.51,760.0,1.0,150.0,0.43,208.0,41.90625,1674225250.0,16.61,-1.22,-1.57,72.3,0.5,-1.12,136492.0,141467571.0,-2.79
20221226,-0.72,-1.03,19.18,-0.65,-0.07,74.4,0.0,2.04,0.15,1282.2,-775041850.0,1574390050.0,125213.0,0.09,12.44,-1520.0,1.0,50.0,0.144,98.0,42.46875,-474897850.0,16.5,-0.7,-0.02,72.3,0.0,-0.65,135606.0,141467571.0,-0.72
20221227,2.02,0.0,19.19,0.02,2.0,73.9,-0.5,1.32,0.68,1276.4,1545389700.0,3134460900.0,95708.0,0.07,11.88,-29505.0,1.0,50.0,0.141,511.0,42.53125,-4636194000.0,16.5,0.01,2.01,71.7,-0.6,0.02,135628.0,141467571.0,2.02
20221228,-2.4,-1.3,19.04,-0.77,-1.63,74.4,0.4,-1.69,-2.24,1268.3,-124776650.0,-1994311500.0,77445.0,0.05,9.61,-18263.0,1.0,200.0,0.58,781.0,42.5625,2220188150.0,16.35,-0.91,-1.49,72.1,0.4,-0.77,134577.0,141467571.0,-2.4
20221229,-2.75,-1.32,19.07,0.16,-2.91,75.1,0.8,-1.77,-1.93,1268.4,962199250.0,-3573324350.0,94344.0,0.07,14.7,16899.0,1.0,100.0,0.298,718.0,42.5625,2539287500.0,16.2,-0.92,-1.83,72.6,0.5,0.16,134796.0,141467571.0,-2.75
20230102,-1.94,,18.84,0.44,-2.38,75.3,0.2,,,1267.3,8914800.0,-1442061450.0,95259.0,0.07,11.05,915.0,1.0,50.0,0.152,637.0,42.625,1326769400.0,16.3,,,73.3,,-1.2,133185.0,141467571.0,
20230103,-2.74,-0.13,18.82,-0.09,-2.65,76.0,0.7,2.02,-0.31,1268.9,1229148600.0,-3904802050.0,95259.0,0.07,2.53,,1.0,-50.0,-0.156,2251.0,42.5,2633655450.0,16.28,-0.1,-2.64,74.0,0.7,-0.09,133064.0,141467571.0,-2.74
20230104,4.53,7.14,19.62,4.24,0.29,75.9,-0.1,2.74,1.68,1272.1,5356878500.0,-1645215350.0,99139.0,0.07,1.97,3880.0,1.0,-300.0,-0.897,1419.0,42.375,-3697888400.0,17.08,4.89,-0.36,74.1,0.1,4.24,138703.0,141467571.0,4.53
20230105,-0.15,0.49,19.68,0.29,-0.44,76.0,0.1,-0.28,0.38,1274.7,1975609400.0,-2140403100.0,98413.0,0.07,4.55,-726.0,1.0,-400.0,-1.198,3478.0,42.28125,220882950.0,17.14,0.35,-0.5,74.3,0.2,0.29,139111.0,141467571.0,-0.15
20230106,1.95,2.09,19.93,1.27,0.68,75.8,-0.2,3.15,1.12,1270.3,2427676550.0,-911078150.0,115133.0,0.08,5.5,16720.0,1.0,-950.0,-2.79,627.0,42.34375,-1529770700.0,17.39,1.45,0.5,74.1,-0.2,1.27,140873.0,141467571.0,1.95
20230109,2.2,3.49,20.37,2.2,0.0,75.8,0.0,0.87,2.63,1267.2,1009361250.0,487002600.0,114677.0,0.08,6.99,-456.0,1.0,-200.0,-0.575,112.0,42.375,-1651663600.0,17.81,2.44,-0.24,74.2,0.1,2.2,143976.0,141467571.0,2.2
20230110,1.01,0.58,20.44,0.36,0.65,75.7,-0.2,0.18,0.05,1246.8,849336200.0,1456117450.0,114829.0,0.08,1.85,152.0,1.0,200.0,0.569,266.0,42.40625,-2281383250.0,17.88,0.41,0.6,74.0,-0.2,0.36,144491.0,141467571.0,1.01
20230111,1.28,0.92,20.56,0.57,0.71,75.5,-0.2,0.78,0.35,1240.8,1785006500.0,1103459200.0,113247.0,0.08,5.21,-1582.0,1.0,-50.0,-0.14,345.0,42.4375,-2920614600.0,18.0,0.66,0.62,73.9,-0.1,0.57,145308.0,141467571.0,1.28
20230112,0.98,-0.57,20.48,-0.37,1.35,75.2,-0.3,-0.06,0.24,1245.3,3614254600.0,-148186600.0,113247.0,0.08,17.76,0.0,1.0,200.0,0.556,285.0,42.46875,-3403957050.0,17.93,-0.41,1.39,73.5,-0.4,-0.37,144769.0,141467571.0,0.98
20230113,-0.28,-1.27,20.32,-0.76,0.48,75.0,-0.1,-0.62,0.89,1244.6,397284800.0,557464550.0,111734.0,0.08,6.75,-1513.0,1.0,100.0,0.279,1516.0,42.53125,-944034100.0,17.77,-0.9,0.62,73.3,-0.2,-0.76,143664.0,141467571.0,-0.28
20230116,-0.42,0.12,20.35,0.12,-0.54,75.2,0.1,0.58,0.58,1240.6,-2059369300.0,2021003850.0,111734.0,0.08,4.8,0.0,1.0,150.0,0.42,1810.0,42.53125,36577800.0,17.78,0.09,-0.51,73.5,0.2,0.12,143840.0,141467571.0,-0.42
20230117,-0.28,0.23,20.37,0.11,-0.39,75.3,0.1,-0.68,-0.85,1234.0,-756384550.0,433717400.0,111734.0,0.08,0.53,0.0,1.0,200.0,0.562,728.0,42.5,329444750.0,17.81,0.16,-0.44,73.6,0.1,0.11,143998.0,141467571.0,-0.28
20230118,-0.28,-1.05,20.24,-0.63,0.35,75.2,-0.1,0.13,-0.47,1238.5,-322040950.0,427993250.0,111734.0,0.08,0.97,0.0,1.0,100.0,0.282,653.0,42.46875,-105932300.0,17.68,-0.74,0.46,73.5,-0.1,-0.63,143090.0,141467571.0,-0.28
20230119,-0.56,0.47,20.31,0.33,-0.89,75.4,0.2,0.11,0.51,1239.8,356554650.0,-271067200.0,111734.0,0.08,1.7,0.0,1.0,0.0,0.0,1044.0,42.46875,-43093400.0,17.74,0.33,-0.89,73.7,0.2,0.33,143564.0,141467571.0,-0.56
20230120,-0.14,2.46,20.65,1.69,-1.83,75.9,0.5,0.9,0.63,1236.0,-1400185800.0,975977000.0,111734.0,0.08,1.49,0.0,1.0,150.0,0.426,737.0,42.46875,451159700.0,18.04,1.73,-1.87,74.2,0.5,1.69,145997.0,141467571.0,-0.14
20230125,4.26,,21.26,2.91,1.35,75.5,-0.3,,,1234.4,1187461300.0,1793169450.0,111734.0,0.08,1.2,0.0,1.0,50.0,0.136,1022.0,42.4375,-2559721250.0,18.6,,,73.9,,2.91,150252.0,141467571.0,
20230126,1.77,0.98,21.41,0.71,1.06,75.3,-0.3,0.89,1.65,1233.4,1633983500.0,1558384250.0,111278.0,0.08,1.5,,1.0,-100.0,-0.267,136.0,42.4375,-3180597400.0,18.73,0.71,1.06,73.6,-0.3,0.71,151321.0,141467571.0,1.77
20230127,0.8,-0.87,21.33,-0.36,1.16,75.0,-0.3,0.0,0.62,1231.4,2303604350.0,1539030700.0,112230.0,0.08,0.38,952.0,1.0,-50.0,-0.133,425.0,42.46875,-4003330450.0,18.62,-0.62,1.42,73.3,-0.3,-0.36,150777.0,141467571.0,0.8
20230130,-0.4,-0.87,21.23,-0.47,0.07,75.0,-0.0,-1.36,-1.35,1230.2,96804600.0,535918500.0,112686.0,0.08,3.65,456.0,1.0,-100.0,-0.266,352.0,42.53125,-615654450.0,18.5,-0.63,0.23,73.2,-0.1,-0.47,150073.0,141467571.0,-0.4
20230131,-3.46,-2.43,20.85,-1.77,-1.69,75.4,0.4,-0.81,-1.04,1228.7,-5170172550.0,1168634000.0,113142.0,0.08,3.74,456.0,1.0,0.0,0.0,1453.0,42.46875,3888904700.0,18.18,-1.73,-1.73,73.7,0.5,-1.77,147412.0,141467571.0,-3.46
20230201,1.93,3.28,21.28,2.04,-0.11,75.4,0.0,0.84,1.02,1230.8,1860207850.0,-123826750.0,112686.0,0.08,0.49,-456.0,1.0,0.0,0.0,508.0,42.375,-1742685200.0,18.6,2.33,-0.4,73.8,0.1,2.04,150414.0,141467571.0,1.93
20230202,0.14,2.19,21.63,1.65,-1.51,75.8,0.4,1.03,0.78,1231.4,-391459050.0,283457350.0,111605.0,0.08,1.23,-1081.0,1.0,-200.0,-0.541,316.0,42.40625,81858550.0,18.9,1.58,-1.44,74.1,0.3,1.65,152890.0,141467571.0,0.14
20230203,-1.08,-1.28,21.47,-0.75,-0.33,75.9,0.1,-1.14,0.47,1219.3,-298989850.0,-192398000.0,107569.0,0.08,2.41,-4036.0,1.0,-400.0,-1.093,526.0,42.40625,469717300.0,18.72,-0.93,-0.15,74.2,0.1,-0.75,151737.0,141467571.0,-1.08
20230206,-2.05,-3.36,20.98,-2.27,0.22,75.8,-0.1,-1.11,-1.7,1227.2,1003410700.0,-2667785900.0,106073.0,0.07,1.87,-1496.0,1.0,-650.0,-1.813,1248.0,42.375,1694395400.0,18.27,-2.43,0.38,74.1,-0.1,-2.27,148292.0,141467571.0,-2.05
20230207,0.42,1.91,21.24,1.27,-0.85,76.0,0.2,1.63,0.55,1247.5,1944787000.0,-1582407200.0,107441.0,0.08,3.69,1368.0,1.0,-50.0,-0.139,269.0,42.40625,-363141700.0,18.51,1.36,-0.94,74.3,0.2,1.27,150172.0,141467571.0,0.42
20230208,3.47,4.52,21.95,3.34,0.13,76.0,-0.0,1.84,1.3,1256.0,4180811700.0,-1227859700.0,107593.0,0.08,7.66,152.0,1.0,-100.0,-0.268,248.0,42.4375,-3101446900.0,19.11,3.24,0.23,74.3,0.0,3.34,155182.0,141467571.0,3.47
20230209,-1.07,-0.53,21.83,-0.56,-0.51,76.1,0.1,0.86,-0.09,1257.1,666830800.0,-932899550.0,109113.0,0.08,7.27,1520.0,1.0,50.0,0.136,222.0,42.53125,267950550.0,19.04,-0.38,-0.69,74.4,0.1,-0.56,154313.0,141467571.0,-1.07
20230210,0.95,-0.95,21.67,-0.73,1.68,75.7,-0.4,-1.28,-0.48,1263.1,2706443200.0,-1868058200.0,109113.0,0.08,5.7,0.0,1.0,-100.0,-0.269,2174.0,42.53125,-896757350.0,18.91,-0.7,1.65,74.0,-0.4,-0.73,153186.0,141467571.0,0.95
20230213,-1.75,-3.1,21.24,-1.97,0.22,75.7,-0.1,-0.58,-0.69,1264.3,612456750.0,-925741300.0,111527.0,0.08,6.67,2414.0,1.0,150.0,0.41,858.0,42.59375,383242550.0,18.48,-2.25,0.5,73.9,-0.1,-1.97,150165.0,141467571.0,-1.75
20230214,1.23,3.09,21.66,1.98,-0.75,75.8,0.2,1.25,0.53,1274.6,174709050.0,1285913350.0,113491.0,0.08,5.83,1964.0,1.0,100.0,0.27,76.0,42.625,-1421461850.0,18.89,2.21,-0.98,74.1,0.2,1.98,153130.0,141467571.0,1.23
20230215,-1.76,-1.82,21.38,-1.28,-0.48,76.0,0.1,-0.97,-1.53,1269.9,1540303600.0,-1844410900.0,113155.0,0.08,0.58,-336.0,1.0,-50.0,-0.138,1344.0,42.625,403138150.0,18.64,-1.33,-0.43,74.2,0.1,-1.28,151164.0,141467571.0,-1.76
20230216,2.34,1.31,21.55,0.78,1.56,75.6,-0.4,1.64,1.96,1279.3,2017602500.0,1745568150.0,130039.0,0.09,1.79,16884.0,1.0,50.0,0.134,947.0,42.65625,-3770011100.0,18.82,0.94,1.4,73.9,-0.3,0.78,152350.0,141467571.0,2.34
20230217,-1.21,-0.97,21.42,-0.62,-0.59,75.7,0.2,-1.68,-0.98,1283.7,704561250.0,-608509000.0,103593.0,0.07,3.75,-26446.0,1.0,-450.0,-1.224,456.0,42.6875,-95119900.0,18.68,-0.7,-0.51,74.0,0.1,-0.62,151405.0,141467571.0,-1.21
20230220,4.63,0.54,21.48,0.27,4.36,74.7,-1.1,1.22,0.16,1297.7,2975968700.0,3192477400.0,124395.0,0.09,6.7,20802.0,1.0,400.0,1.04,694.0,42.6875,-6209552000.0,18.76,0.4,4.23,72.9,-1.1,0.27,151813.0,141467571.0,4.63
20230221,-1.43,-1.41,21.29,-0.85,-0.58,74.8,0.1,-0.65,0.16,1295.8,-2696782100.0,97855250.0,125307.0,0.09,7.24,912.0,1.0,100.0,0.264,954.0,42.75,2598264150.0,18.57,-1.0,-0.43,73.0,0.1,-0.85,150516.0,141467571.0,-1.43
20230222,-3.43,-2.3,20.97,-1.53,-1.9,75.3,0.5,-1.66,-1.68,1295.8,-4821483900.0,1136055250.0,140254.0,0.1,17.86,14947.0,1.0,-100.0,-0.273,1059.0,42.71875,3588911650.0,18.27,-1.65,-1.78,73.5,0.5,-1.53,148219.0,141467571.0,-3.43
20230223,3.42,4.04,21.52,2.62,0.8,75.1,-0.2,1.8,0.89,1303.8,-127017900.0,5135889150.0,140015.0,0.1,11.26,-239.0,1.0,50.0,0.132,992.0,42.625,-4977484550.0,18.79,2.88,0.54,73.4,-0.1,2.62,152106.0,141467571.0,3.42
20230224,3.83,-1.83,21.27,-1.14,4.97,73.9,-1.3,-0.63,-0.63,1299.6,-951560650.0,8087850200.0,140015.0,0.1,6.32,0.0,1.0,-100.0,-0.254,2146.0,42.625,-7007907500.0,18.54,-1.34,5.17,72.0,-1.4,-1.14,150372.0,141467571.0,3.83
20230227,-1.53,-1.1,21.11,-0.77,-0.76,74.1,0.2,-0.8,-0.87,1300.5,-5014132050.0,2279559700.0,139805.0,0.1,10.05,-210.0,1.0,-200.0,-0.517,1740.0,42.59375,2708776150.0,18.39,-0.79,-0.74,72.2,0.2,-0.77,149212.0,141467571.0,-1.53
20230228,-0.9,-0.67,21.03,-0.36,-0.54,74.2,0.1,0.19,0.42,1317.4,-2947821950.0,2983957800.0,140261.0,0.1,15.26,456.0,1.0,-250.0,-0.652,408.0,42.5,5381900.0,18.31,-0.47,-0.43,72.3,0.1,-0.36,148680.0,141467571.0,-0.9
20230302,1.43,,20.82,-1.0,2.43,73.6,-0.6,,,1319.2,-2639507950.0,6049330000.0,125121.0,0.09,12.83,-15140.0,1.0,-450.0,-1.157,879.0,42.46875,-3486325850.0,18.12,,,71.6,,-1.0,147199.0,141467571.0,
20230303,3.21,-0.91,20.71,-0.57,3.78,72.6,-1.0,0.02,0.17,1310.4,-2463592800.0,5818448150.0,125570.0,0.09,8.47,,1.0,-50.0,-0.125,631.0,42.40625,-3447873150.0,18.0,-0.65,3.86,70.5,-1.1,-0.57,146360.0,141467571.0,3.21
20230306,1.74,2.75,21.07,1.76,-0.02,72.6,0.0,1.85,1.26,1304.8,-2759717450.0,8996018850.0,125418.0,0.09,18.69,-152.0,1.0,50.0,0.122,394.0,42.375,-6532427750.0,18.35,1.95,-0.21,70.6,0.1,1.76,148933.0,141467571.0,1.74
20230307,2.08,-0.89,20.93,-0.64,2.72,71.8,-0.8,-0.44,0.03,1296.7,-2746228350.0,8306889250.0,125418.0,0.09,19.36,0.0,1.0,-41650.0,-99.88,1304.0,42.34375,-5271193000.0,18.24,-0.63,2.71,69.8,-0.8,-0.64,147979.0,141467571.0,2.08
20230308,-2.28,-2.36,20.61,-1.55,-0.73,72.0,0.2,-0.7,-1.28,1299.1,-3139705050.0,2666238100.0,165030.0,0.12,21.51,39612.0,1.0,-550.0,-1.35,956.0,42.28125,487674650.0,17.93,-1.69,-0.59,70.0,0.2,-1.55,145684.0,141467571.0,-2.28
20230309,-2.09,-1.38,20.42,-0.91,-1.18,72.4,0.3,-0.57,-0.53,1319.5,-6839544000.0,7227474800.0,165462.0,0.12,22.98,432.0,1.0,-40000.0,-100.251,1790.0,42.25,-376379050.0,17.75,-0.98,-1.11,70.3,0.3,-0.91,144355.0,141467571.0,-2.09
20230310,-3.76,-2.69,20.07,-1.71,-2.05,72.9,0.6,-2.33,-1.01,1319.7,1282919150.0,-1924046150.0,146739.0,0.1,16.18,-18723.0,1.0,100.0,0.26,634.0,42.15625,982966250.0,17.41,-1.91,-1.85,70.9,0.6,-1.71,141881.0,141467571.0,-3.76
20230313,-0.39,1.2,20.21,0.71,-1.1,73.2,0.3,-0.33,0.67,1325.7,1354773600.0,-587123750.0,148677.0,0.11,13.9,1938.0,1.0,400.0,1.046,371.0,42.1875,-874746050.0,17.56,0.83,-1.22,71.2,0.3,0.71,142894.0,141467571.0,-0.39
20230314,-6.14,-3.8,19.71,-2.48,-3.66,74.2,1.0,-2.86,-2.56,1307.3,-3086889000.0,-3284080150.0,167601.0,0.12,18.25,18924.0,1.0,0.0,0.0,966.0,42.21875,6348420850.0,17.09,-2.69,-3.45,72.2,1.0,-2.48,139344.0,141467571.0,-6.14
20230315,-0.7,-2.47,19.42,-1.47,0.77,74.0,-0.2,-0.82,1.31,1304.9,5049491700.0,-6094702150.0,164766.0,0.12,11.09,-2835.0,1.0,200.0,0.561,1327.0,42.15625,1018107050.0,16.8,-1.69,0.99,72.0,-0.2,-1.47,137295.0,141467571.0,-0.7
20230316,0.98,-0.13,19.4,-0.12,1.1,73.8,-0.3,0.8,-0.08,1302.0,2320181000.0,-1444243700.0,140281.0,0.1,8.71,-24485.0,1.0,350.0,0.972,390.0,42.25,-999315700.0,16.78,-0.09,1.07,71.7,-0.3,-0.12,137127.0,141467571.0,0.98
20230317,2.22,6.33,20.16,3.9,-1.68,74.2,0.4,3.36,0.75,1312.1,824195300.0,1103052100.0,167945.0,0.12,19.32,27664.0,1.0,500.0,1.359,363.0,42.3125,-1857855600.0,17.51,4.35,-2.13,72.2,0.5,3.9,142473.0,141467571.0,2.22
20230320,0.14,-0.36,20.11,-0.22,0.36,74.1,-0.1,0.33,-0.69,1303.6,-263028700.0,534077350.0,167250.0,0.12,16.78,-695.0,1.0,-50.0,-0.136,109.0,42.3125,-211494600.0,17.47,-0.25,0.39,72.1,-0.1,-0.22,142154.0,141467571.0,0.14
20230321,0.41,-0.12,20.11,0.01,0.4,74.0,-0.1,-0.69,0.38,1308.4,-590135700.0,1066172100.0,178015.0,0.13,14.9,10765.0,1.0,150.0,0.405,364.0,42.3125,-525373750.0,17.45,-0.08,0.49,72.0,-0.1,0.01,142166.0,141467571.0,0.41
20230322,0.68,3.95,20.6,2.42,-1.74,74.4,0.5,1.45,1.2,1307.8,1694902300.0,-592139000.0,194685.0,0.14,25.0,16670.0,1.0,50.0,0.134,476.0,42.3125,-1028268550.0,17.94,2.76,-2.08,72.6,0.6,2.42,145613.0,141467571.0,0.68
20230323,1.07,1.84,20.81,1.03,0.04,74.4,-0.0,-0.22,0.31,1307.1,2381026250.0,441194000.0,192920.0,0.14,15.41,-1765.0,1.0,0.0,0.0,385.0,42.34375,-2793821000.0,18.17,1.3,-0.23,72.6,0.0,1.03,147116.0,141467571.0,1.07
20230324,-0.4,-1.36,20.65,-0.8,0.4,74.3,-0.1,3.24,-0.39,1287.2,302402350.0,-408013900.0,189627.0,0.13,15.77,-3293.0,1.0,100.0,0.267,401.0,42.375,-5487450.0,17.99,-0.97,0.57,72.5,-0.1,-0.8,145938.0,141467571.0,-0.4
